task_id,task_description,creation_date,due_date,priority,task_category,assigned_to,estimated_effort_hours,user_preferred_categories,user_current_workload
2203,Organize legal files.,2025-02-06,2025-03-07,Medium,Admin,Chloe,1,"Research, Support",7
2204,Assist with subscription.,2025-06-28,2025-07-01,Low,Support,Grace,9,Marketing,0
2205,Deploy v1.7 to production.,2025-07-22,2025-08-03,Critical,Development,David,1,Development,6
2206,Manage supplies for HQ.,2025-07-12,2025-07-17,Medium,Admin,Charlie,3,"Marketing, Admin",4
2207,Manage supplies for Branch A.,2025-07-04,2025-07-05,Critical,Admin,Jack,5,Admin,8
2208,Research Vision methods.,2025-06-22,,Medium,Research,Jessica,3,HR,7
2209,Prepare pitch for ServiceX.,2025-05-10,2025-05-29,Critical,Marketing,Tina,2,Development,0
2210,Write review on DL models.,2025-06-05,2025-07-05,High,Research,Wendy,11,Research,1
2211,Process payroll for Mar.,2025-02-03,2025-02-17,Low,Finance,Jack,1,Admin,8
2212,Process payroll for Mar.,2025-05-15,2025-05-23,Low,Finance,Felix,8,Finance,6
2213,Update records for promotion.,2025-05-23,2025-05-24,Critical,HR,Isaac,2,"Marketing, HR",2
2214,Implement login in API.,2025-02-23,2025-02-27,Medium,Development,Eve,11,"Finance, HR",5
2215,Research Vision methods.,2025-05-06,2025-05-26,Critical,Research,Chloe,5,"Research, Support",7
2216,Research Vision methods.,2025-05-12,2025-05-19,Medium,Research,Daniel,2,Research,4
2217,Write review on ML trends.,2025-05-14,2025-05-26,High,Research,Wendy,7,Research,1
2218,Process payroll for Mar.,2025-02-25,,Medium,Finance,Ben,3,Finance,8
2219,Resolve ticket #TKT-5035 on login.,2025-06-04,2025-06-30,Low,Support,Chloe,4,"Research, Support",7
2220,Analyze QQ4 campaign data.,2025-02-18,,Critical,Marketing,Wendy,3,Research,1
2221,Explore trends in tech.,2025-07-13,2025-07-18,Critical,Research,Quinn,11,Research,2
2222,Review QQ2 budget report.,2025-06-16,2025-06-17,Medium,Finance,Felix,12,Finance,6
2223,Update records for address update.,2025-07-06,2025-07-14,Low,HR,Victor,7,"HR, Finance",1
2224,Draft newsletter on company news.,2025-06-21,2025-07-03,Low,Marketing,Henry,7,"Admin, Support",8
2225,Onboard new hire John Doe.,2025-07-14,2025-08-11,Low,HR,Emily,1,"HR, Finance",1
2226,Resolve ticket #TKT-2624 on login.,2025-07-16,2025-08-10,Medium,Support,Karen,4,Support,7
2227,Write review on ML trends.,2025-04-09,2025-04-20,Critical,Research,David,4,Development,6
2228,Organize finance files.,2025-03-03,2025-03-11,Critical,Admin,Alice,5,Admin,3
2229,Organize finance files.,2025-06-13,2025-06-21,Critical,Admin,Yara,10,"Admin, Development",6
2230,Schedule interview for Dev.,2025-06-06,2025-06-20,Low,HR,Henry,2,"Admin, Support",8
2231,Refactor payment handler.,2025-05-07,2025-05-13,Low,Development,David,7,Development,6
2232,Refactor payment handler.,2025-05-05,2025-05-17,High,Development,Peter,1,Development,8
2233,Fix bug #319 in auth.,2025-02-19,2025-03-18,Critical,Development,Bob,1,Support,0
2234,Schedule interview for Dev.,2025-02-19,2025-03-11,Low,HR,Lily,2,"Research, Support",2
2235,Resolve ticket #TKT-5228 on login.,2025-03-30,2025-04-26,Low,Support,Bob,1,Support,0
2236,Reconcile petty cash records.,2025-05-01,2025-05-27,Low,Finance,Victor,5,"HR, Finance",1
2237,Organize finance files.,2025-01-31,2025-02-26,Medium,Admin,Uma,12,"Finance, Admin",1
2238,Draft newsletter on company news.,2025-05-06,2025-05-31,Critical,Marketing,Grace,11,Marketing,0
2239,Organize legal files.,2025-05-26,,Low,Admin,Bob,6,Support,0
2240,Deploy v1.7 to production.,2025-02-03,2025-02-27,Low,Development,Kevin,12,Development,7
2241,Manage supplies for HQ.,2025-02-12,2025-02-18,Critical,Admin,Charlie,5,"Marketing, Admin",4
2242,Schedule meeting with CTO.,2025-05-04,2025-05-16,Medium,Admin,Jack,4,Admin,8
2243,Update guide on troubleshoot.,2025-05-14,2025-06-01,High,Support,Bob,3,Support,0
2244,Onboard new hire John Doe.,2025-05-15,2025-06-09,Critical,HR,Henry,11,"Admin, Support",8
2245,Draft newsletter on new features.,2025-04-09,2025-04-21,Medium,Marketing,Charlie,4,"Marketing, Admin",4
2246,Schedule interview for Dev.,2025-06-25,2025-07-09,Medium,HR,Victor,9,"HR, Finance",1
2247,Fix bug #210 in auth.,2025-04-05,2025-04-28,High,Development,Eve,4,"Finance, HR",5
2248,Write review on DL models.,2025-07-08,2025-08-04,Critical,Research,Mia,3,Research,0
2249,Review QQ4 budget report.,2025-07-09,2025-07-10,Low,Finance,Emily,6,"HR, Finance",1
2250,Review QQ1 budget report.,2025-02-08,,Medium,Finance,Wendy,11,Research,1
2251,Update records for promotion.,2025-05-01,2025-05-31,Medium,HR,Mia,9,Research,0
2252,Process payroll for Feb.,2025-02-20,2025-03-13,Medium,Finance,Natalie,10,Finance,7
2253,Write review on ML trends.,2025-07-03,2025-08-01,High,Research,Mark,9,"Research, Development",0
2254,Fix bug #210 in UI.,2025-03-12,2025-03-15,Medium,Development,Xavier,1,Development,3
2255,Optimize encryption performance.,2025-06-05,2025-06-24,Critical,Development,Rachel,10,"Research, Development",2
2256,Resolve ticket #TKT-5699 on login.,2025-02-28,2025-03-15,Medium,Support,Frank,6,"HR, Support",6
2257,Design assets for Product Launch.,2025-01-26,,Low,Marketing,Felix,7,Finance,6
2258,Reconcile travel fund records.,2025-02-09,2025-02-11,Medium,Finance,Emily,8,"HR, Finance",1
2259,Reconcile travel fund records.,2025-04-10,2025-04-27,Low,Finance,Victor,9,"HR, Finance",1
2260,Fix bug #550 in UI.,2025-04-14,2025-05-06,Low,Development,Chloe,5,"Research, Support",7
2261,Review QQ2 budget report.,2025-05-09,2025-05-18,Medium,Finance,Felix,8,Finance,6
2262,Assist with analytics.,2025-06-09,2025-06-15,High,Support,Chloe,10,"Research, Support",7
2263,Audit travel fund expenses.,2025-07-03,2025-08-01,Medium,Finance,Oscar,9,Finance,2
2264,Plan HR activity for Q1.,2025-02-27,2025-03-14,Critical,HR,Rachel,12,"Research, Development",2
2265,Optimize encryption performance.,2025-03-14,2025-04-01,High,Development,Mia,6,Research,0
2266,Research NLP methods.,2025-02-28,2025-03-09,Medium,Research,Sam,10,Research,1
2267,Update guide on reset password.,2025-04-05,2025-04-09,High,Support,Bob,6,Support,0
2268,Prepare pitch for ServiceX.,2025-05-06,2025-06-03,Low,Marketing,Charlie,5,"Marketing, Admin",4
2269,Write review on ML trends.,2025-02-17,2025-03-13,Low,Research,Wendy,9,Research,1
2270,Schedule interview for Dev.,2025-05-23,2025-06-07,Low,HR,Ivy,7,Admin,4
2271,Reconcile travel fund records.,2025-06-10,2025-06-25,Medium,Finance,Quinn,12,Research,2
2272,Draft newsletter on company news.,2025-07-03,2025-07-19,Medium,Marketing,Natalie,10,Finance,7
2273,Reconcile travel fund records.,2025-02-04,,Critical,Finance,Oscar,10,Finance,2
2274,Manage supplies for Branch A.,2025-06-08,2025-07-07,Low,Admin,Yara,9,"Admin, Development",6
2275,Draft newsletter on new features.,2025-03-13,2025-03-25,High,Marketing,Xavier,4,Development,3
2276,Research Vision methods.,2025-05-17,2025-06-14,Critical,Research,Olivia,9,Research,3
2277,Plan HR activity for Q4.,2025-01-31,2025-02-14,Critical,HR,Jessica,4,HR,7
2278,Audit travel fund expenses.,2025-03-25,2025-04-21,Critical,Finance,Ben,11,Finance,8
2279,Implement login in backend.,2025-05-10,2025-06-08,Low,Development,Peter,10,Development,8
2280,Process payroll for Mar.,2025-06-20,2025-07-20,Critical,Finance,Uma,7,"Finance, Admin",1
2281,Analyze QQ2 campaign data.,2025-02-09,2025-02-16,Medium,Marketing,Zoe,5,Admin,1
2282,Research NLP methods.,2025-04-21,2025-05-07,Low,Research,Alex,8,Research,8
2283,Implement login in API.,2025-07-01,2025-07-08,Medium,Development,Tina,8,Development,0
2284,Fix bug #500 in auth.,2025-01-30,2025-01-31,Medium,Development,Tina,6,Development,0
2285,Research Vision methods.,2025-06-28,2025-07-24,Low,Research,Mark,5,"Research, Development",0
2286,Manage supplies for HQ.,2025-05-28,2025-05-30,Critical,Admin,Alice,10,Admin,3
2287,Write review on ML trends.,2025-05-13,2025-06-06,Medium,Research,Wendy,5,Research,1
2288,Deploy v1.7 to production.,2025-06-04,2025-06-25,Low,Development,David,1,Development,6
2289,Process payroll for Jan.,2025-04-10,2025-05-03,Critical,Finance,Natalie,2,Finance,7
2290,Fix bug #319 in UI.,2025-03-19,2025-04-06,Medium,Development,David,1,Development,6
2291,Reconcile travel fund records.,2025-07-18,2025-08-10,Low,Finance,Ben,3,Finance,8
2292,Optimize encryption performance.,2025-07-02,2025-07-14,Critical,Development,Peter,8,Development,8
2293,Build prototype for blockchain.,2025-02-27,,Critical,Research,Jessica,4,HR,7
2294,Update guide on reset password.,2025-04-27,,High,Support,Chloe,1,"Research, Support",7
2295,Write review on ML trends.,2025-06-26,2025-06-30,Critical,Research,Olivia,10,Research,3
2296,Manage supplies for Branch A.,2025-07-22,2025-08-01,High,Admin,Zoe,4,Admin,1
2297,Prepare pitch for ServiceX.,2025-05-26,2025-06-14,High,Marketing,Tina,4,Development,0
2298,Follow up with Customer B.,2025-07-11,2025-07-18,Medium,Support,Karen,8,Support,7
2299,Refactor auth module.,2025-03-04,2025-03-18,Low,Development,Yara,8,"Admin, Development",6
2300,Update records for promotion.,2025-07-24,2025-07-31,Low,HR,Natalie,6,Finance,7
2301,Audit petty cash expenses.,2025-05-23,,Medium,Finance,Olivia,1,Research,3
2302,Process payroll for Jan.,2025-03-15,2025-03-20,Critical,Finance,Victor,11,"HR, Finance",1
2303,Build prototype for edge AI.,2025-05-22,2025-06-21,Medium,Research,Alice,3,Admin,3
2304,Schedule meeting with CEO.,2025-07-22,2025-07-26,Low,Admin,Alice,4,Admin,3
2305,Explore trends in finance.,2025-02-23,2025-03-09,Critical,Research,Alex,2,Research,8
2306,Schedule meeting with CTO.,2025-06-27,2025-07-01,High,Admin,Jack,8,Admin,8
2307,Refactor auth module.,2025-07-25,2025-08-04,High,Development,Kevin,4,Development,7
2308,Resolve ticket #TKT-9258 on login.,2025-05-28,2025-06-11,Low,Support,Bob,5,Support,0
2309,Update guide on troubleshoot.,2025-07-12,,Low,Support,Bob,6,Support,0
2310,Prepare pitch for AI Tool.,2025-06-16,2025-06-18,High,Marketing,Isaac,7,"Marketing, HR",2
2311,Update guide on troubleshoot.,2025-04-09,2025-04-17,Medium,Support,Karen,9,Support,7
2312,Manage supplies for Branch A.,2025-05-30,2025-06-11,Critical,Admin,Oscar,7,Finance,2
2313,Build prototype for edge AI.,2025-07-25,,Medium,Research,Olivia,5,Research,3
2314,Assist with subscription.,2025-07-25,,Critical,Support,Emily,9,"HR, Finance",1
2315,Design assets for Product Launch.,2025-05-28,2025-06-25,Critical,Marketing,Charlie,2,"Marketing, Admin",4
2316,Prepare pitch for ServiceX.,2025-05-18,2025-05-24,Low,Marketing,Tina,6,Development,0
2317,Onboard new hire John Doe.,2025-04-18,2025-04-30,Critical,HR,Jessica,9,HR,7
2318,Schedule meeting with CEO.,2025-05-27,2025-06-10,Medium,Admin,Yara,9,"Admin, Development",6
2319,Schedule meeting with CTO.,2025-04-06,2025-04-18,High,Admin,Uma,10,"Finance, Admin",1
2320,Write review on DL models.,2025-01-29,,High,Research,Wendy,6,Research,1
2321,Build prototype for edge AI.,2025-01-31,,High,Research,Lily,10,"Research, Support",2
2322,Design assets for Product Launch.,2025-04-24,2025-05-03,Medium,Marketing,Daniel,6,Research,4
2323,Deploy v1.7 to production.,2025-04-29,2025-05-27,Low,Development,Tina,2,Development,0
2324,Plan HR activity for Q2.,2025-04-23,,Medium,HR,Peter,12,Development,8
2325,Research Vision methods.,2025-01-27,2025-02-21,Low,Research,Daniel,10,Research,4
2326,Research NLP methods.,2025-06-26,,Low,Research,Daniel,7,Research,4
2327,Build prototype for blockchain.,2025-05-13,2025-05-15,High,Research,Sam,5,Research,1
2328,Update travel log for Chris W..,2025-04-28,2025-05-16,Low,Admin,Ivy,6,Admin,4
2329,Organize finance files.,2025-07-03,2025-07-05,Medium,Admin,Jack,8,Admin,8
2330,Research Vision methods.,2025-05-02,2025-05-31,High,Research,Lily,8,"Research, Support",2
2331,Optimize search performance.,2025-07-19,2025-08-02,High,Development,Liam,6,Development,0
2332,Resolve ticket #TKT-5699 on login.,2025-05-09,2025-06-07,Medium,Support,Karen,3,Support,7
2333,Onboard new hire John Doe.,2025-02-23,2025-02-27,High,HR,Jack,6,Admin,8
2334,Explore trends in tech.,2025-01-28,2025-02-27,Critical,Research,David,7,Development,6
2335,Research NLP methods.,2025-06-02,2025-06-10,Critical,Research,Alex,10,Research,8
2336,Analyze QQ2 campaign data.,2025-07-20,2025-07-24,Low,Marketing,Quinn,11,Research,2
2337,Process payroll for Mar.,2025-06-27,2025-07-18,Medium,Finance,Oscar,12,Finance,2
2338,Fix bug #210 in auth.,2025-06-22,2025-07-13,Critical,Development,Peter,12,Development,8
2339,Schedule interview for Dev.,2025-05-04,2025-05-08,Critical,HR,Emily,12,"HR, Finance",1
2340,Research NLP methods.,2025-02-26,2025-02-28,Low,Research,Olivia,5,Research,3
2341,Fix bug #155 in UI.,2025-06-09,2025-07-01,Critical,Development,Alex,9,Research,8
2342,Schedule meeting with CEO.,2025-07-14,,Low,Admin,Uma,12,"Finance, Admin",1
2343,Reconcile travel fund records.,2025-06-02,2025-06-03,Critical,Finance,Victor,10,"HR, Finance",1
2344,Update guide on reset password.,2025-06-12,2025-06-13,Critical,Support,Chloe,12,"Research, Support",7
2345,Explore trends in finance.,2025-05-29,,Low,Research,Quinn,11,Research,2
2346,Design assets for Product Launch.,2025-07-17,,High,Marketing,Noah,11,"Research, Development",4
2347,Schedule meeting with CTO.,2025-06-15,2025-06-19,High,Admin,Ivy,9,Admin,4
2348,Fix bug #532 in auth.,2025-07-13,,High,Development,Rachel,3,"Research, Development",2
2349,Deploy v1.7 to production.,2025-03-18,,Low,Development,Liam,1,Development,0
2350,Draft newsletter on company news.,2025-02-08,,Critical,Marketing,Grace,8,Marketing,0
2351,Build prototype for edge AI.,2025-06-02,,Critical,Research,Zoe,9,Admin,1
2352,Fix bug #955 in auth.,2025-07-03,2025-07-17,Critical,Development,Liam,4,Development,0
2353,Research NLP methods.,2025-01-28,2025-02-17,High,Research,Chloe,4,"Research, Support",7
2354,Onboard new hire Jane Smith.,2025-06-24,,Critical,HR,Alice,11,Admin,3
2355,Write review on ML trends.,2025-06-01,2025-06-25,Critical,Research,Wendy,6,Research,1
2356,Design assets for Product Launch.,2025-02-19,2025-03-04,High,Marketing,Henry,5,"Admin, Support",8
2357,Research Vision methods.,2025-07-24,2025-08-21,Medium,Research,Isaac,12,"Marketing, HR",2
2358,Research NLP methods.,2025-06-18,2025-07-05,Medium,Research,Grace,8,Marketing,0
2359,Implement dashboard in API.,2025-06-26,2025-07-11,High,Development,Peter,1,Development,8
2360,Write review on DL models.,2025-04-20,2025-05-08,High,Research,Hannah,11,Research,1
2361,Schedule meeting with CTO.,2025-07-21,2025-07-29,High,Admin,Jack,5,Admin,8
2362,Review QQ3 budget report.,2025-03-30,2025-04-21,Critical,Finance,Eve,2,"Finance, HR",5
2363,Review QQ3 budget report.,2025-02-25,2025-03-11,Critical,Finance,Natalie,7,Finance,7
2364,Explore trends in finance.,2025-06-25,2025-07-12,High,Research,Olivia,6,Research,3
2365,Reconcile petty cash records.,2025-01-26,2025-02-23,Critical,Finance,Peter,1,Development,8
2366,Refactor auth module.,2025-03-15,2025-03-28,Medium,Development,Peter,9,Development,8
2367,Manage supplies for HQ.,2025-03-11,,High,Admin,Ivy,9,Admin,4
2368,Implement dashboard in API.,2025-03-14,,Low,Development,Tina,6,Development,0
2369,Plan HR activity for Q2.,2025-04-02,,Critical,HR,Yara,10,"Admin, Development",6
2370,Update travel log for Chris W..,2025-05-15,,High,Admin,Ivy,3,Admin,4
2371,Optimize encryption performance.,2025-03-07,,Critical,Development,Tina,5,Development,0
2372,Build prototype for edge AI.,2025-04-18,2025-05-12,Medium,Research,Wendy,2,Research,1
2373,Reconcile petty cash records.,2025-06-09,2025-06-12,Critical,Finance,Emily,5,"HR, Finance",1
2374,Optimize encryption performance.,2025-05-16,2025-06-04,High,Development,Yara,9,"Admin, Development",6
2375,Research Vision methods.,2025-06-09,2025-07-03,High,Research,Hannah,5,Research,1
2376,Design assets for Product Launch.,2025-05-03,,Medium,Marketing,Grace,8,Marketing,0
2377,Write review on ML trends.,2025-03-08,,High,Research,Olivia,12,Research,3
2378,Explore trends in tech.,2025-06-06,2025-06-14,Low,Research,Felix,7,Finance,6
2379,Research Vision methods.,2025-03-30,2025-04-09,Medium,Research,Daniel,8,Research,4
2380,Refactor payment handler.,2025-06-02,2025-06-13,Medium,Development,Tina,10,Development,0
2381,Fix bug #319 in auth.,2025-03-04,2025-03-09,Medium,Development,Emily,9,"HR, Finance",1
2382,Process payroll for Jan.,2025-07-07,2025-08-01,Medium,Finance,Sam,2,Research,1
2383,Optimize search performance.,2025-03-06,2025-03-08,High,Development,Xavier,7,Development,3
2384,Audit petty cash expenses.,2025-04-29,2025-05-13,Medium,Finance,Olivia,6,Research,3
2385,Manage supplies for Branch A.,2025-06-16,2025-06-23,High,Admin,Mia,8,Research,0
2386,Resolve ticket #TKT-9258 on billing.,2025-05-22,,Critical,Support,Mia,12,Research,0
2387,Research Vision methods.,2025-06-18,2025-07-07,Critical,Research,Alex,10,Research,8
2388,Review QQ4 budget report.,2025-03-30,2025-04-23,High,Finance,Natalie,5,Finance,7
2389,Prepare pitch for ServiceX.,2025-05-30,,High,Marketing,Yara,7,"Admin, Development",6
2390,Write review on DL models.,2025-04-19,,High,Research,Daniel,4,Research,4
2391,Optimize encryption performance.,2025-03-05,2025-03-29,High,Development,Emily,1,"HR, Finance",1
2392,Process payroll for Feb.,2025-02-15,2025-03-05,Low,Finance,Alice,7,Admin,3
2393,Write review on DL models.,2025-04-02,,Critical,Research,Uma,7,"Finance, Admin",1
2394,Refactor payment handler.,2025-05-31,2025-06-19,Critical,Development,David,12,Development,6
2395,Explore trends in tech.,2025-03-11,2025-03-24,Medium,Research,Hannah,12,Research,1
2396,Write review on ML trends.,2025-02-16,2025-03-08,Critical,Research,Frank,3,"HR, Support",6
2397,Explore trends in tech.,2025-03-18,2025-04-07,Low,Research,Eve,9,"Finance, HR",5
2398,Organize legal files.,2025-04-14,2025-04-21,Critical,Admin,Ivy,9,Admin,4
2399,Build prototype for blockchain.,2025-03-27,2025-04-26,High,Research,Charlie,4,"Marketing, Admin",4
2400,Analyze QQ4 campaign data.,2025-05-17,,High,Marketing,Eve,7,"Finance, HR",5
2401,Onboard new hire John Doe.,2025-05-02,2025-05-28,Medium,HR,Victor,8,"HR, Finance",1
2402,Prepare pitch for ServiceX.,2025-02-21,2025-03-19,Low,Marketing,Grace,9,Marketing,0
2403,Optimize encryption performance.,2025-03-18,2025-03-22,Medium,Development,Liam,3,Development,0
2404,Reconcile petty cash records.,2025-07-17,2025-07-25,Medium,Finance,Ben,10,Finance,8
2405,Resolve ticket #TKT-9258 on login.,2025-04-24,,Low,Support,Victor,11,"HR, Finance",1
2406,Update records for promotion.,2025-02-01,2025-02-16,Critical,HR,Jessica,10,HR,7
2407,Update travel log for Chris W..,2025-03-22,2025-04-16,High,Admin,Yara,5,"Admin, Development",6
2408,Explore trends in tech.,2025-04-14,,Low,Research,Peter,6,Development,8
2409,Assist with analytics.,2025-06-30,2025-07-28,High,Support,Uma,4,"Finance, Admin",1
2410,Analyze QQ3 campaign data.,2025-07-03,,High,Marketing,Grace,6,Marketing,0
2411,Prepare pitch for AI Tool.,2025-07-05,,Critical,Marketing,Grace,1,Marketing,0
2412,Update records for address update.,2025-06-23,2025-06-24,Medium,HR,Jessica,8,HR,7
2413,Process payroll for Mar.,2025-05-16,2025-05-21,Critical,Finance,Ben,3,Finance,8
2414,Implement dashboard in backend.,2025-06-24,,Medium,Development,Kevin,9,Development,7
2415,Onboard new hire Jane Smith.,2025-07-06,2025-07-30,Low,HR,Charlie,8,"Marketing, Admin",4
2416,Manage supplies for HQ.,2025-07-03,2025-07-23,Low,Admin,Alice,11,Admin,3
2417,Fix bug #955 in auth.,2025-04-08,2025-04-22,High,Development,Xavier,1,Development,3
2418,Update guide on reset password.,2025-04-17,2025-05-15,High,Support,Frank,3,"HR, Support",6
2419,Schedule interview for Marketer.,2025-04-02,2025-04-22,High,HR,Victor,12,"HR, Finance",1
2420,Onboard new hire Jane Smith.,2025-05-31,2025-06-12,Low,HR,Victor,6,"HR, Finance",1
2421,Organize finance files.,2025-05-01,2025-05-14,Low,Admin,Ivy,3,Admin,4
2422,Build prototype for blockchain.,2025-03-12,2025-03-18,Critical,Research,Sam,10,Research,1
2423,Research NLP methods.,2025-06-18,,Low,Research,Daniel,6,Research,4
2424,Build prototype for blockchain.,2025-04-18,,Medium,Research,Olivia,11,Research,3
2425,Explore trends in finance.,2025-07-17,2025-07-26,Critical,Research,Hannah,7,Research,1
2426,Onboard new hire Jane Smith.,2025-05-24,,High,HR,Grace,4,Marketing,0
2427,Build prototype for blockchain.,2025-02-27,2025-03-06,Low,Research,Quinn,4,Research,2
2428,Update records for promotion.,2025-05-31,2025-06-27,Critical,HR,Henry,10,"Admin, Support",8
2429,Reconcile travel fund records.,2025-02-08,2025-02-13,High,Finance,Natalie,10,Finance,7
2430,Optimize encryption performance.,2025-07-17,2025-08-16,Low,Development,Liam,4,Development,0
2431,Build prototype for edge AI.,2025-07-16,2025-08-07,Low,Research,Rachel,7,"Research, Development",2
2432,Design assets for Product Launch.,2025-05-04,2025-05-12,Medium,Marketing,Xavier,8,Development,3
2433,Update records for promotion.,2025-06-27,2025-07-02,Low,HR,Lily,8,"Research, Support",2
2434,Update travel log for Sarah D..,2025-03-24,2025-03-27,High,Admin,Liam,10,Development,0
2435,Follow up with Client A.,2025-02-08,2025-02-21,Low,Support,Henry,3,"Admin, Support",8
2436,Deploy v1.7 to production.,2025-04-16,2025-04-23,Critical,Development,Liam,9,Development,0
2437,Prepare pitch for AI Tool.,2025-06-28,2025-07-11,Critical,Marketing,Tina,5,Development,0
2438,Fix bug #210 in UI.,2025-05-19,2025-05-22,Low,Development,Mark,12,"Research, Development",0
2439,Review QQ3 budget report.,2025-04-11,2025-04-17,High,Finance,Felix,12,Finance,6
2440,Prepare pitch for ServiceX.,2025-05-20,,High,Marketing,Ivy,11,Admin,4
2441,Explore trends in finance.,2025-02-11,2025-02-18,Medium,Research,Noah,12,"Research, Development",4
2442,Organize legal files.,2025-03-31,2025-04-15,High,Admin,Alice,1,Admin,3
2443,Update travel log for Chris W..,2025-04-20,2025-05-19,Medium,Admin,Alice,7,Admin,3
2444,Reconcile petty cash records.,2025-03-17,2025-04-15,Critical,Finance,Oscar,10,Finance,2
2445,Fix bug #319 in UI.,2025-03-03,2025-03-05,Medium,Development,Peter,2,Development,8
2446,Explore trends in finance.,2025-05-12,2025-05-14,Critical,Research,Tina,10,Development,0
2447,Update records for address update.,2025-04-07,2025-05-03,Low,HR,Jessica,12,HR,7
2448,Implement login in API.,2025-04-03,2025-04-06,High,Development,Peter,4,Development,8
2449,Research NLP methods.,2025-03-27,2025-04-02,Low,Research,Daniel,10,Research,4
2450,Plan HR activity for Q1.,2025-04-23,2025-05-21,Low,HR,Felix,7,Finance,6
2451,Research NLP methods.,2025-06-29,2025-07-01,Low,Research,Alex,5,Research,8
2452,Audit travel fund expenses.,2025-03-12,2025-03-21,Medium,Finance,Oscar,9,Finance,2
2453,Review QQ3 budget report.,2025-02-28,2025-03-28,Critical,Finance,Uma,8,"Finance, Admin",1
2454,Explore trends in tech.,2025-03-02,2025-03-10,Low,Research,Mia,3,Research,0
2455,Schedule meeting with CTO.,2025-03-14,2025-03-23,Medium,Admin,Uma,11,"Finance, Admin",1
2456,Update travel log for Sarah D..,2025-03-28,2025-04-15,Medium,Admin,Frank,11,"HR, Support",6
2457,Organize finance files.,2025-04-10,2025-04-22,Low,Admin,Jack,12,Admin,8
2458,Process payroll for Jan.,2025-07-06,2025-07-19,Critical,Finance,Emily,9,"HR, Finance",1
2459,Plan HR activity for Q3.,2025-05-11,2025-05-18,Medium,HR,Chloe,3,"Research, Support",7
2460,Implement dashboard in API.,2025-04-06,2025-04-10,Medium,Development,Noah,11,"Research, Development",4
2461,Write review on DL models.,2025-07-13,,Medium,Research,Olivia,1,Research,3
2462,Schedule meeting with CEO.,2025-02-02,2025-02-07,Medium,Admin,Alice,8,Admin,3
2463,Reconcile travel fund records.,2025-03-19,2025-04-13,Medium,Finance,Natalie,2,Finance,7
2464,Deploy v1.7 to production.,2025-05-21,2025-06-18,Low,Development,Noah,7,"Research, Development",4
2465,Follow up with Customer B.,2025-07-15,2025-08-04,Medium,Support,Ivy,11,Admin,4
2466,Optimize search performance.,2025-05-14,2025-06-08,Medium,Development,Kevin,4,Development,7
2467,Manage supplies for Branch A.,2025-07-03,2025-07-28,Low,Admin,Sam,5,Research,1
2468,Explore trends in tech.,2025-01-30,2025-02-17,Medium,Research,Karen,6,Support,7
2469,Write review on DL models.,2025-02-15,2025-03-13,Medium,Research,Chloe,1,"Research, Support",7
2470,Audit travel fund expenses.,2025-07-09,,High,Finance,Ben,7,Finance,8
2471,Build prototype for blockchain.,2025-05-31,2025-06-04,Critical,Research,Chloe,7,"Research, Support",7
2472,Organize legal files.,2025-03-18,2025-04-13,Medium,Admin,Zoe,8,Admin,1
2473,Explore trends in tech.,2025-04-04,2025-04-15,Critical,Research,Hannah,4,Research,1
2474,Resolve ticket #TKT-5228 on billing.,2025-02-09,,Medium,Support,Frank,2,"HR, Support",6
2475,Explore trends in tech.,2025-01-26,2025-01-31,Low,Research,Rachel,9,"Research, Development",2
2476,Assist with analytics.,2025-04-04,2025-04-28,High,Support,Isaac,4,"Marketing, HR",2
2477,Prepare pitch for AI Tool.,2025-05-31,,Critical,Marketing,Grace,7,Marketing,0
2478,Write review on DL models.,2025-05-29,2025-06-21,Critical,Research,Wendy,4,Research,1
2479,Write review on DL models.,2025-04-13,2025-04-27,High,Research,Mia,5,Research,0
2480,Reconcile travel fund records.,2025-04-27,2025-05-18,Low,Finance,Bob,3,Support,0
2481,Draft newsletter on new features.,2025-05-07,2025-05-27,High,Marketing,Mia,10,Research,0
2482,Review QQ1 budget report.,2025-06-12,2025-06-16,Low,Finance,Ben,5,Finance,8
2483,Refactor auth module.,2025-06-25,2025-07-25,High,Development,Mark,6,"Research, Development",0
2484,Process payroll for Feb.,2025-07-18,2025-08-04,Critical,Finance,Emily,9,"HR, Finance",1
2485,Explore trends in tech.,2025-06-11,2025-06-16,Low,Research,Hannah,9,Research,1
2486,Schedule meeting with CTO.,2025-05-05,2025-05-08,High,Admin,Alice,1,Admin,3
2487,Explore trends in tech.,2025-02-07,,Low,Research,Xavier,10,Development,3
2488,Optimize encryption performance.,2025-02-26,2025-03-22,Low,Development,Peter,10,Development,8
2489,Deploy v1.7 to production.,2025-06-08,,Medium,Development,Uma,8,"Finance, Admin",1
2490,Process payroll for Jan.,2025-03-15,2025-03-27,High,Finance,Ben,3,Finance,8
2491,Implement login in backend.,2025-07-19,,Critical,Development,Lily,5,"Research, Support",2
2492,Follow up with Client A.,2025-03-11,2025-04-02,High,Support,Frank,1,"HR, Support",6
2493,Research Vision methods.,2025-05-28,2025-05-31,Low,Research,Sam,4,Research,1
2494,Organize legal files.,2025-05-25,2025-05-27,Medium,Admin,Jack,9,Admin,8
2495,Prepare pitch for AI Tool.,2025-05-13,2025-05-22,High,Marketing,Charlie,11,"Marketing, Admin",4
2496,Write review on ML trends.,2025-02-08,,Critical,Research,Lily,10,"Research, Support",2
