task_id,task_description,creation_date,due_date,priority,task_category,assigned_to,estimated_effort_hours,user_preferred_categories,user_past_completion_time_avg_hours,user_current_workload
2607,Write unit tests for get_user_data.,2025-03-12,,Low,Development,Olivia,9,"Admin, Research",7.589919813439466,6
2608,Write unit tests for get_user_data.,2025-04-24,2025-05-06,Critical,Development,Felix,7,Development,6.326325553825599,5
2609,Prepare literature review on machine learning trends.,2025-05-22,2025-06-20,Medium,Research,Wendy,9,"Admin, Research",6.105603273126828,8
2610,Process invoices for IT.,2025-03-19,2025-04-09,Critical,Finance,Lily,13,"Finance, Support",5.13164526027243,4
2611,Prepare literature review on machine learning trends.,2025-06-30,2025-07-26,Medium,Research,Rachel,13,Research,6.307802224356129,7
2612,Process invoices for Marketing.,2025-02-26,,Low,Finance,Alex,1,Finance,9.579854647699872,6
2613,Analyze QQ3 marketing spend.,2025-02-18,2025-03-07,Low,Marketing,Eve,3,"Marketing, Development",8.954401079151518,3
2614,Schedule meeting with CEO.,2025-03-30,2025-04-02,Medium,Admin,Ivy,6,Finance,4.695706517915235,8
2615,Draft email newsletter for company news.,2025-01-25,2025-02-11,High,Marketing,Peter,5,"Marketing, Finance",4.826433608766385,5
2616,Manage facility maintenance.,2025-07-05,2025-07-30,Low,Admin,Sam,6,"Admin, Support",4.882980999101189,7
2617,Prepare presentation for Product Launch.,2025-03-03,2025-03-25,High,Marketing,Victor,5,Support,9.846408648143122,5
2618,Deploy v3.0 to production.,2025-05-19,2025-06-02,Medium,Development,Isaac,13,Development,8.761894137397698,5
2619,Deploy v3.0 to production.,2025-02-10,2025-03-03,High,Development,Yara,8,Marketing,9.16830741477354,1
2620,Write unit tests for get_user_data.,2025-05-05,,Critical,Development,Xavier,11,"Development, Finance",7.64239563058834,1
2621,Review QQ1 budget report.,2025-04-12,2025-05-01,Medium,Finance,Mia,1,"Finance, Research",9.029520330371653,8
2622,Order office supplies for Branch A.,2025-05-18,,Low,Admin,Wendy,1,"Admin, Research",6.105603273126828,8
2623,Schedule meeting with Team Lead.,2025-04-04,2025-05-04,High,Admin,Grace,6,Marketing,4.018330924725743,8
2624,Audit QQ4 expenses.,2025-01-21,2025-02-09,Medium,Finance,Zoe,7,Finance,3.529851632961227,4
2625,Order office supplies for Headquarters.,2025-05-12,2025-05-30,High,Admin,Sam,6,"Admin, Support",4.882980999101189,7
2626,Prepare payroll for February.,2025-04-16,2025-05-15,Low,Finance,Mia,2,"Finance, Research",9.029520330371653,8
2627,Draft email newsletter for latest features.,2025-05-30,2025-06-09,High,Marketing,Hannah,8,"Marketing, Development",8.616576794366768,1
2628,Deploy v3.0 to production.,2025-02-18,2025-02-28,High,Development,Grace,10,Marketing,4.018330924725743,8
2629,Fix bug #309 in database.,2025-02-20,2025-02-24,Medium,Development,Zoe,8,Finance,3.529851632961227,4
2630,Develop prototype for blockchain.,2025-04-17,2025-05-05,Critical,Research,Rachel,10,Research,6.307802224356129,7
2631,Review QQ4 budget report.,2025-05-08,2025-05-26,High,Finance,Zoe,5,Finance,3.529851632961227,4
2632,Coordinate travel arrangements for Sarah Davis.,2025-06-07,2025-07-06,Critical,Admin,Charlie,22,"Finance, Admin",5.468591858102769,7
2633,Implement dashboard in the database.,2025-05-05,2025-05-22,High,Development,Natalie,8,"Finance, Marketing",4.517745395195611,3
2634,Process invoices for IT.,2025-05-26,2025-06-12,Critical,Finance,Natalie,24,"Finance, Marketing",4.517745395195611,3
2635,Create social media campaign for Software Suite.,2025-07-10,2025-07-27,Medium,Marketing,Bob,7,Marketing,7.569853667031811,8
2636,Analyze QQ2 marketing spend.,2025-06-15,2025-06-22,High,Marketing,Peter,5,"Marketing, Finance",4.826433608766385,5
2637,Create social media campaign for Service X.,2025-05-29,2025-06-11,Critical,Marketing,Alice,17,"Support, Marketing",8.55145246285532,1
2638,Update knowledge base article on troubleshooting guide.,2025-01-25,2025-02-05,Medium,Support,Alice,7,"Support, Marketing",8.55145246285532,1
2639,Research competitor Competitor B.,2025-04-03,2025-05-02,Low,Marketing,Yara,7,Marketing,9.16830741477354,1
2640,Analyze QQ4 marketing spend.,2025-01-22,2025-01-28,Medium,Marketing,Daniel,3,"Support, Marketing",9.116648644946071,6
2641,Prepare payroll for January.,2025-07-16,2025-08-03,Medium,Finance,Frank,4,"Finance, Admin",4.461671526421454,5
2642,Audit QQ2 expenses.,2025-02-13,2025-03-01,High,Finance,Frank,4,"Finance, Admin",4.461671526421454,5
2643,Conduct user interviews for checkout process.,2025-06-14,2025-06-26,Medium,Research,Rachel,6,Research,6.307802224356129,7
2644,Review QQ1 budget report.,2025-02-01,,High,Finance,Xavier,5,"Development, Finance",7.64239563058834,1
2645,Create social media campaign for Software Suite.,2025-01-25,2025-01-27,High,Marketing,Grace,11,Marketing,4.018330924725743,8
2646,Prepare payroll for April.,2025-04-21,2025-04-22,Critical,Finance,Isaac,15,Development,8.761894137397698,5
2647,Process invoices for IT.,2025-04-29,2025-05-19,High,Finance,Noah,6,"HR, Research",9.40024889822967,3
2648,Draft new HR policy.,2025-02-01,2025-02-28,Medium,HR,Uma,3,Admin,8.640243477370621,2
2649,Escalate complex issue to Tier 2 Support.,2025-07-18,2025-08-15,Critical,Support,Victor,23,Support,9.846408648143122,5
2650,Prepare literature review on deep learning architectures.,2025-03-08,2025-03-21,Low,Research,Kevin,7,"Marketing, Research",4.862091593477015,7
2651,Fix bug #644 in network.,2025-04-02,,Low,Development,Eve,15,"Marketing, Development",8.954401079151518,3
2652,Analyze market trends for finance.,2025-03-23,2025-04-12,Low,Research,Tina,10,"Support, Development",3.6216459635052445,8
2653,Optimize encryption for performance.,2025-07-03,2025-07-14,Medium,Development,Felix,10,Development,6.326325553825599,5
2654,Prepare presentation for Annual Summit.,2025-04-20,2025-05-02,Medium,Marketing,Sam,5,"Admin, Support",4.882980999101189,7
2655,Analyze QQ4 marketing spend.,2025-07-13,2025-08-12,Medium,Marketing,Daniel,3,"Support, Marketing",9.116648644946071,6
2656,Resolve customer ticket #TKT-2044 for billing error.,2025-05-31,,Low,Support,Victor,1,Support,9.846408648143122,5
2657,Prepare literature review on deep learning architectures.,2025-03-13,2025-03-28,Critical,Research,Peter,6,"Marketing, Finance",4.826433608766385,5
2658,Review QQ2 budget report.,2025-07-05,2025-07-23,Critical,Finance,Rachel,11,Research,6.307802224356129,7
2659,Onboard new hire Jane Smith.,2025-04-23,2025-05-14,High,HR,Henry,12,"HR, Marketing",6.726911864478398,2
2660,Optimize search for performance.,2025-06-13,2025-06-27,High,Development,Felix,12,Development,6.326325553825599,5
2661,Process invoices for Sales.,2025-06-18,2025-07-17,Medium,Finance,Peter,7,"Marketing, Finance",4.826433608766385,5
2662,Refactor authentication module.,2025-06-09,2025-07-01,Low,Development,Isaac,5,Development,8.761894137397698,5
2663,Create social media campaign for AI Tool.,2025-06-29,,Medium,Marketing,Alice,8,"Support, Marketing",8.55145246285532,1
2664,Provide technical assistance for subscription management.,2025-03-22,2025-03-27,Critical,Support,Lily,20,"Finance, Support",5.13164526027243,4
2665,Develop prototype for edge AI.,2025-06-19,,Medium,Research,Rachel,8,Research,6.307802224356129,7
2666,Research new AI algorithms for natural language processing.,2025-01-26,,Critical,Research,Wendy,6,"Admin, Research",6.105603273126828,8
2667,Coordinate travel arrangements for Chris Wilson.,2025-03-30,2025-04-15,High,Admin,Liam,7,"Marketing, Finance",7.646306669857175,7
2668,Analyze market trends for finance.,2025-03-28,2025-04-18,High,Research,Mia,9,"Finance, Research",9.029520330371653,8
2669,Draft new HR policy.,2025-06-27,,Low,HR,Karen,3,Support,9.855336239448196,3
2670,Research competitor Competitor A.,2025-03-30,2025-04-03,Low,Marketing,Mark,5,Marketing,3.272879263443162,6
2671,Prepare literature review on deep learning architectures.,2025-07-17,2025-08-07,High,Research,Natalie,6,"Finance, Marketing",4.517745395195611,3
2672,Analyze QQ4 marketing spend.,2025-02-24,2025-03-21,High,Marketing,Grace,5,Marketing,4.018330924725743,8
2673,Deploy v3.0 to production.,2025-05-22,2025-06-09,High,Development,Felix,12,Development,6.326325553825599,5
2674,Update knowledge base article on troubleshooting guide.,2025-03-14,2025-03-23,Medium,Support,Tina,6,"Support, Development",3.6216459635052445,8
2675,Manage facility maintenance.,2025-02-02,,Critical,Admin,Chloe,19,Finance,5.175381946852099,8
2676,Audit QQ4 expenses.,2025-02-05,2025-03-03,Critical,Finance,Natalie,13,"Finance, Marketing",4.517745395195611,3
2677,Review QQ3 budget report.,2025-05-26,,Low,Finance,Alex,4,Finance,9.579854647699872,6
2678,Prepare presentation for Product Launch.,2025-02-22,2025-03-02,Low,Marketing,Hannah,4,"Marketing, Development",8.616576794366768,1
2679,Escalate complex issue to Development Team.,2025-03-21,2025-04-16,High,Support,Karen,5,Support,9.855336239448196,3
2680,Analyze QQ3 marketing spend.,2025-05-07,2025-05-20,Critical,Marketing,Alice,14,"Support, Marketing",8.55145246285532,1
2681,Plan team-building event for Q1.,2025-01-23,2025-02-18,Low,HR,Eve,1,"Marketing, Development",8.954401079151518,3
2682,Research competitor Competitor A.,2025-03-31,2025-04-16,Medium,Marketing,Alice,1,"Support, Marketing",8.55145246285532,1
2683,Manage facility maintenance.,2025-05-17,2025-05-24,Low,Admin,Sam,2,"Admin, Support",4.882980999101189,7
2684,Deploy v3.0 to production.,2025-03-02,2025-03-25,High,Development,Jessica,8,Admin,9.674887732588516,7
2685,Implement reporting in the database.,2025-04-14,2025-04-20,Critical,Development,Oscar,5,Development,5.266581894916864,8
2686,Coordinate travel arrangements for Sarah Davis.,2025-04-09,2025-04-12,High,Admin,Ben,10,Admin,4.809463841776423,8
2687,Provide technical assistance for reporting tools.,2025-03-06,,Critical,Support,Oscar,11,Development,5.266581894916864,8
2688,Analyze market trends for tech.,2025-01-22,2025-02-04,Medium,Research,David,15,"Development, Marketing",7.17565478893349,6
2689,Research competitor Competitor A.,2025-04-17,,Critical,Marketing,Yara,23,Marketing,9.16830741477354,1
2690,Onboard new hire John Doe.,2025-02-15,2025-02-22,Low,HR,Noah,5,"HR, Research",9.40024889822967,3
2691,Research competitor Competitor B.,2025-04-28,2025-05-13,High,Marketing,Grace,9,Marketing,4.018330924725743,8
2692,Draft new HR policy.,2025-07-06,,Critical,HR,Emily,22,"HR, Marketing",6.308737343217359,5
2693,Process invoices for Sales.,2025-02-19,2025-02-23,High,Finance,David,4,"Development, Marketing",7.17565478893349,6
2694,Optimize sorting for performance.,2025-05-22,2025-06-07,Medium,Development,Quinn,6,"Development, Support",3.464227970981211,4
2695,Escalate complex issue to Tier 2 Support.,2025-06-27,2025-07-02,High,Support,Sam,11,"Admin, Support",4.882980999101189,7
2696,Resolve customer ticket #TKT-2599 for billing error.,2025-05-28,,Medium,Support,Alice,1,"Support, Marketing",8.55145246285532,1
2697,Reconcile petty cash statements.,2025-07-05,2025-07-27,Critical,Finance,Ivy,10,Finance,4.695706517915235,8
2698,Fix bug #922 in database.,2025-03-14,2025-04-03,Medium,Development,Oscar,6,Development,5.266581894916864,8
2699,Draft email newsletter for company news.,2025-04-30,2025-05-09,High,Marketing,Peter,8,"Marketing, Finance",4.826433608766385,5
2700,Process invoices for Marketing.,2025-05-10,2025-06-08,High,Finance,Chloe,4,Finance,5.175381946852099,8
2701,Draft new HR policy.,2025-07-13,2025-08-12,High,HR,Wendy,5,"Admin, Research",6.105603273126828,8
2702,Organize company documents for project.,2025-04-11,2025-04-23,High,Admin,Jessica,8,Admin,9.674887732588516,7
2703,Provide technical assistance for subscription management.,2025-03-28,,Medium,Support,Victor,3,Support,9.846408648143122,5
2704,Research new AI algorithms for computer vision.,2025-04-13,2025-05-02,Low,Research,Mia,5,"Finance, Research",9.029520330371653,8
2705,Order office supplies for Headquarters.,2025-04-18,2025-05-06,Low,Admin,Olivia,7,"Admin, Research",7.589919813439466,6
2706,Resolve customer ticket #TKT-3135 for billing error.,2025-04-18,,Critical,Support,Alice,15,"Support, Marketing",8.55145246285532,1
2707,Schedule meeting with CEO.,2025-03-16,,Critical,Admin,Peter,21,"Marketing, Finance",4.826433608766385,5
2708,Prepare literature review on deep learning architectures.,2025-02-11,,Medium,Research,Noah,14,"HR, Research",9.40024889822967,3
2709,Prepare presentation for Annual Summit.,2025-07-13,2025-07-17,Low,Marketing,Kevin,2,"Marketing, Research",4.862091593477015,7
2710,Coordinate travel arrangements for Chris Wilson.,2025-05-04,,Medium,Admin,Uma,7,Admin,8.640243477370621,2
2711,Order office supplies for Branch A.,2025-04-01,2025-04-08,Low,Admin,Jack,3,"Admin, Research",5.860282541589919,3
2712,Prepare presentation for Product Launch.,2025-02-23,2025-03-04,High,Marketing,Grace,5,Marketing,4.018330924725743,8
2713,Prepare presentation for Product Launch.,2025-02-02,2025-02-13,High,Marketing,Grace,6,Marketing,4.018330924725743,8
2714,Prepare literature review on deep learning architectures.,2025-04-22,2025-05-07,Critical,Research,Zoe,12,Finance,3.529851632961227,4
2715,Audit QQ3 expenses.,2025-05-01,2025-05-04,High,Finance,Alex,6,Finance,9.579854647699872,6
2716,Reconcile petty cash statements.,2025-02-07,,Low,Finance,Quinn,7,"Development, Support",3.464227970981211,4
2717,Manage facility maintenance.,2025-03-13,2025-04-10,High,Admin,Sam,12,"Admin, Support",4.882980999101189,7
2718,Prepare payroll for May.,2025-07-18,2025-08-03,High,Finance,Charlie,5,"Finance, Admin",5.468591858102769,7
2719,Prepare payroll for January.,2025-02-19,2025-02-21,High,Finance,Lily,10,"Finance, Support",5.13164526027243,4
2720,Prepare presentation for Annual Summit.,2025-07-16,2025-07-19,Low,Marketing,Grace,3,Marketing,4.018330924725743,8
2721,Conduct user interviews for search functionality.,2025-06-02,,Low,Research,Jack,6,"Admin, Research",5.860282541589919,3
2722,Schedule meeting with CEO.,2025-05-17,2025-06-05,Critical,Admin,Uma,15,Admin,8.640243477370621,2
2723,Implement login in the database.,2025-06-10,2025-07-05,Medium,Development,Rachel,10,Research,6.307802224356129,7
2724,Schedule interviews for Software Engineer.,2025-06-10,,Critical,HR,Quinn,15,"Development, Support",3.464227970981211,4
2725,Prepare payroll for January.,2025-03-06,2025-03-17,High,Finance,Chloe,12,Finance,5.175381946852099,8
2726,Prepare payroll for March.,2025-07-18,2025-07-29,Low,Finance,Peter,2,"Marketing, Finance",4.826433608766385,5
2727,Write unit tests for calculate_total.,2025-06-21,2025-07-02,Low,Development,Rachel,12,Research,6.307802224356129,7
2728,Audit QQ4 expenses.,2025-06-09,,High,Finance,Grace,10,Marketing,4.018330924725743,8
2729,Implement analytics in the frontend.,2025-02-02,2025-03-04,Low,Development,Felix,8,Development,6.326325553825599,5
2730,Analyze QQ4 marketing spend.,2025-05-21,2025-05-26,Medium,Marketing,Mark,7,Marketing,3.272879263443162,6
2731,Create social media campaign for Software Suite.,2025-06-18,2025-07-02,High,Marketing,Henry,11,"HR, Marketing",6.726911864478398,2
2732,Conduct user interviews for checkout process.,2025-06-03,2025-06-30,Low,Research,Noah,14,"HR, Research",9.40024889822967,3
2733,Review QQ4 budget report.,2025-02-05,2025-03-01,Critical,Finance,Xavier,23,"Development, Finance",7.64239563058834,1
2734,Provide technical assistance for subscription management.,2025-03-14,,High,Support,Tina,8,"Support, Development",3.6216459635052445,8
2735,Provide technical assistance for subscription management.,2025-06-23,2025-07-07,High,Support,Alice,6,"Support, Marketing",8.55145246285532,1
2736,Audit QQ2 expenses.,2025-01-21,2025-01-29,Medium,Finance,Alex,7,Finance,9.579854647699872,6
2737,Prepare presentation for Annual Summit.,2025-05-02,,High,Marketing,Hannah,8,"Marketing, Development",8.616576794366768,1
2738,Prepare payroll for February.,2025-01-29,2025-02-09,Low,Finance,Chloe,6,Finance,5.175381946852099,8
2739,Create social media campaign for Software Suite.,2025-05-19,2025-06-04,Low,Marketing,Alice,6,"Support, Marketing",8.55145246285532,1
2740,Process invoices for Sales.,2025-02-16,2025-02-22,Medium,Finance,Yara,3,Marketing,9.16830741477354,1
2741,Prepare payroll for June.,2025-06-26,2025-06-27,High,Finance,Charlie,9,"Finance, Admin",5.468591858102769,7
2742,Onboard new hire Michael Brown.,2025-03-01,2025-03-21,Medium,HR,Chloe,1,Finance,5.175381946852099,8
2743,Organize company documents for legal.,2025-04-09,2025-04-10,Low,Admin,Jessica,5,Admin,9.674887732588516,7
2744,Prepare payroll for January.,2025-02-15,2025-03-12,Medium,Finance,Zoe,7,Finance,3.529851632961227,4
2745,Organize company documents for financial.,2025-07-16,2025-08-11,Medium,Admin,Ben,5,Admin,4.809463841776423,8
2746,Follow up on pending Customer B request.,2025-02-25,2025-03-06,Low,Support,Karen,2,Support,9.855336239448196,3
2747,Provide technical assistance for subscription management.,2025-03-17,2025-03-20,Critical,Support,Quinn,20,"Development, Support",3.464227970981211,4
2748,Process invoices for Marketing.,2025-02-17,2025-03-16,High,Finance,Mia,9,"Finance, Research",9.029520330371653,8
2749,Optimize sorting for performance.,2025-06-05,2025-06-27,Critical,Development,Isaac,7,Development,8.761894137397698,5
2750,Manage facility maintenance.,2025-04-30,2025-05-17,Medium,Admin,Victor,5,Support,9.846408648143122,5
2751,Research new AI algorithms for natural language processing.,2025-05-18,,Critical,Research,Olivia,5,"Admin, Research",7.589919813439466,6
2752,Onboard new hire Michael Brown.,2025-02-09,2025-02-11,Critical,HR,Emily,11,"HR, Marketing",6.308737343217359,5
2753,Escalate complex issue to Development Team.,2025-06-20,2025-07-09,Critical,Support,Alice,17,"Support, Marketing",8.55145246285532,1
2754,Escalate complex issue to Development Team.,2025-02-18,2025-03-09,Medium,Support,Peter,7,"Marketing, Finance",4.826433608766385,5
2755,Draft email newsletter for latest features.,2025-02-18,2025-03-07,High,Marketing,Grace,10,Marketing,4.018330924725743,8
2756,Research competitor Competitor B.,2025-06-17,2025-07-16,High,Marketing,David,7,"Development, Marketing",7.17565478893349,6
2757,Manage facility maintenance.,2025-01-31,2025-02-19,Low,Admin,Ben,2,Admin,4.809463841776423,8
2758,Draft email newsletter for company news.,2025-06-29,2025-07-19,Medium,Marketing,Mark,6,Marketing,3.272879263443162,6
2759,Develop prototype for edge AI.,2025-05-11,,Critical,Research,Olivia,10,"Admin, Research",7.589919813439466,6
2760,Research new AI algorithms for natural language processing.,2025-04-22,2025-05-16,Low,Research,Rachel,14,Research,6.307802224356129,7
2761,Deploy v3.0 to production.,2025-06-01,,High,Development,Wendy,10,"Admin, Research",6.105603273126828,8
2762,Draft new HR policy.,2025-04-25,2025-05-24,High,HR,Quinn,10,"Development, Support",3.464227970981211,4
2763,Escalate complex issue to Development Team.,2025-03-18,2025-04-07,Medium,Support,Hannah,6,"Marketing, Development",8.616576794366768,1
2764,Plan team-building event for Q1.,2025-07-14,2025-07-20,High,HR,Noah,7,"HR, Research",9.40024889822967,3
2765,Develop prototype for blockchain.,2025-05-12,2025-06-05,Critical,Research,Mark,9,Marketing,3.272879263443162,6
2766,Prepare payroll for June.,2025-02-28,2025-03-18,High,Finance,Alex,9,Finance,9.579854647699872,6
2767,Analyze market trends for healthcare.,2025-07-03,2025-08-01,Medium,Research,Olivia,6,"Admin, Research",7.589919813439466,6
2768,Analyze QQ2 marketing spend.,2025-04-25,2025-04-28,Low,Marketing,Yara,3,Marketing,9.16830741477354,1
2769,Follow up on pending Client A request.,2025-03-16,2025-04-09,High,Support,Alice,11,"Support, Marketing",8.55145246285532,1
2770,Research competitor Competitor B.,2025-04-25,2025-05-15,Critical,Marketing,Natalie,22,"Finance, Marketing",4.517745395195611,3
2771,Develop prototype for blockchain.,2025-05-23,2025-06-03,Medium,Research,Mia,9,"Finance, Research",9.029520330371653,8
2772,Provide technical assistance for subscription management.,2025-03-30,2025-04-25,High,Support,Felix,9,Development,6.326325553825599,5
2773,Schedule meeting with CEO.,2025-05-09,2025-06-07,High,Admin,Charlie,7,"Finance, Admin",5.468591858102769,7
2774,Organize company documents for financial.,2025-07-05,2025-07-24,Critical,Admin,Ben,11,Admin,4.809463841776423,8
2775,Coordinate travel arrangements for Sarah Davis.,2025-07-03,2025-07-07,Critical,Admin,Olivia,16,"Admin, Research",7.589919813439466,6
2776,Analyze market trends for finance.,2025-03-07,2025-03-28,Critical,Research,Noah,12,"HR, Research",9.40024889822967,3
2777,Write unit tests for get_user_data.,2025-04-18,2025-05-07,Critical,Development,Oscar,14,Development,5.266581894916864,8
2778,Analyze QQ2 marketing spend.,2025-04-14,2025-05-12,High,Marketing,Mark,7,Marketing,3.272879263443162,6
2779,Order office supplies for Headquarters.,2025-03-13,2025-03-24,Low,Admin,Ben,2,Admin,4.809463841776423,8
2780,Create social media campaign for AI Tool.,2025-02-21,2025-03-23,Medium,Marketing,Rachel,8,Research,6.307802224356129,7
2781,Optimize sorting for performance.,2025-04-06,2025-04-22,Low,Development,Daniel,7,"Support, Marketing",9.116648644946071,6
2782,Schedule interviews for Marketing Manager.,2025-01-25,2025-01-30,High,HR,Jack,6,"Admin, Research",5.860282541589919,3
2783,Optimize encryption for performance.,2025-06-23,2025-07-05,Low,Development,Eve,8,"Marketing, Development",8.954401079151518,3
2784,Process invoices for Sales.,2025-06-29,,Critical,Finance,Henry,22,"HR, Marketing",6.726911864478398,2
2785,Draft email newsletter for latest features.,2025-03-26,,Medium,Marketing,Yara,1,Marketing,9.16830741477354,1
2786,Implement dashboard in the API.,2025-07-13,2025-07-29,Low,Development,Isaac,13,Development,8.761894137397698,5
2787,Plan team-building event for Q2.,2025-05-02,2025-05-30,Low,HR,Kevin,4,"Marketing, Research",4.862091593477015,7
2788,Review QQ1 budget report.,2025-06-20,2025-07-16,Medium,Finance,Alex,8,Finance,9.579854647699872,6
2789,Update employee records for promotion.,2025-02-08,2025-02-11,Low,HR,Isaac,8,Development,8.761894137397698,5
2790,Reconcile travel budget statements.,2025-04-21,2025-05-04,Low,Finance,Jessica,2,Admin,9.674887732588516,7
2791,Implement dashboard in the API.,2025-05-26,2025-06-16,Low,Development,Eve,9,"Marketing, Development",8.954401079151518,3
2792,Draft email newsletter for latest features.,2025-03-31,2025-04-26,Low,Marketing,Peter,6,"Marketing, Finance",4.826433608766385,5
2793,Review QQ3 budget report.,2025-04-12,2025-04-17,High,Finance,Charlie,5,"Finance, Admin",5.468591858102769,7
2794,Write unit tests for calculate_total.,2025-06-29,2025-07-25,Medium,Development,Isaac,10,Development,8.761894137397698,5
2795,Write unit tests for calculate_total.,2025-02-06,2025-02-22,High,Development,Eve,13,"Marketing, Development",8.954401079151518,3
2796,Onboard new hire Jane Smith.,2025-06-03,2025-06-07,Medium,HR,Karen,6,Support,9.855336239448196,3
2797,Onboard new hire Jane Smith.,2025-04-26,2025-05-13,Critical,HR,Noah,16,"HR, Research",9.40024889822967,3
2798,Refactor payment gateway.,2025-06-12,2025-07-12,Low,Development,Grace,7,Marketing,4.018330924725743,8
2799,Follow up on pending Customer B request.,2025-05-09,2025-05-23,Low,Support,Quinn,5,"Development, Support",3.464227970981211,4
2800,Fix bug #922 in database.,2025-03-02,2025-03-24,Low,Development,Isaac,13,Development,8.761894137397698,5
2801,Prepare presentation for Annual Summit.,2025-07-12,2025-08-11,High,Marketing,Yara,6,Marketing,9.16830741477354,1
2802,Research new AI algorithms for natural language processing.,2025-05-10,2025-05-27,Medium,Research,Olivia,10,"Admin, Research",7.589919813439466,6
2803,Develop prototype for edge AI.,2025-03-06,,Critical,Research,Bob,8,Marketing,7.569853667031811,8
2804,Analyze QQ3 marketing spend.,2025-06-01,2025-06-14,Low,Marketing,Kevin,3,"Marketing, Research",4.862091593477015,7
2805,Prepare literature review on deep learning architectures.,2025-07-07,,High,Research,Rachel,8,Research,6.307802224356129,7
2806,Provide technical assistance for reporting tools.,2025-04-24,2025-04-28,Critical,Support,Victor,9,Support,9.846408648143122,5
2807,Process invoices for Marketing.,2025-03-16,2025-03-29,High,Finance,Peter,10,"Marketing, Finance",4.826433608766385,5
2808,Reconcile travel budget statements.,2025-04-11,2025-05-02,High,Finance,Charlie,10,"Finance, Admin",5.468591858102769,7
2809,Prepare payroll for March.,2025-05-13,2025-06-10,Low,Finance,Mia,4,"Finance, Research",9.029520330371653,8
2810,Provide technical assistance for subscription management.,2025-03-27,2025-04-01,Critical,Support,Daniel,11,"Support, Marketing",9.116648644946071,6
2811,Prepare presentation for Product Launch.,2025-06-06,2025-07-03,High,Marketing,Ben,12,Admin,4.809463841776423,8
2812,Prepare payroll for January.,2025-01-21,,Low,Finance,Mia,3,"Finance, Research",9.029520330371653,8
2813,Analyze QQ4 marketing spend.,2025-06-19,,Low,Marketing,Grace,2,Marketing,4.018330924725743,8
2814,Follow up on pending Customer B request.,2025-07-14,2025-07-26,High,Support,Wendy,10,"Admin, Research",6.105603273126828,8
2815,Write unit tests for calculate_total.,2025-03-30,2025-04-05,Low,Development,Felix,15,Development,6.326325553825599,5
2816,Fix bug #630 in network.,2025-04-16,2025-05-08,Medium,Development,David,10,"Development, Marketing",7.17565478893349,6
2817,Prepare literature review on machine learning trends.,2025-02-01,2025-02-12,High,Research,Kevin,10,"Marketing, Research",4.862091593477015,7
2818,Refactor payment gateway.,2025-07-17,2025-07-24,Critical,Development,Eve,5,"Marketing, Development",8.954401079151518,3
2819,Draft email newsletter for company news.,2025-05-27,2025-06-17,Low,Marketing,Daniel,6,"Support, Marketing",9.116648644946071,6
2820,Research competitor Competitor B.,2025-02-01,,Low,Marketing,Bob,7,Marketing,7.569853667031811,8
2821,Refactor payment gateway.,2025-03-11,2025-03-18,High,Development,Xavier,9,"Development, Finance",7.64239563058834,1
2822,Process invoices for IT.,2025-06-28,2025-07-02,Low,Finance,Charlie,8,"Finance, Admin",5.468591858102769,7
2823,Optimize sorting for performance.,2025-05-07,2025-05-11,Medium,Development,Quinn,5,"Development, Support",3.464227970981211,4
2824,Refactor authentication module.,2025-04-06,2025-04-16,High,Development,Xavier,11,"Development, Finance",7.64239563058834,1
2825,Implement login in the database.,2025-05-26,2025-06-13,Low,Development,Isaac,11,Development,8.761894137397698,5
2826,Prepare presentation for Product Launch.,2025-05-08,,Critical,Marketing,Yara,22,Marketing,9.16830741477354,1
2827,Reconcile petty cash statements.,2025-04-17,2025-04-24,Critical,Finance,Chloe,11,Finance,5.175381946852099,8
2828,Prepare literature review on deep learning architectures.,2025-02-23,2025-03-12,Low,Research,Noah,11,"HR, Research",9.40024889822967,3
2829,Review QQ4 budget report.,2025-04-12,,Low,Finance,Alex,4,Finance,9.579854647699872,6
2830,Fix bug #751 in authentication.,2025-07-07,,High,Development,David,5,"Development, Marketing",7.17565478893349,6
2831,Escalate complex issue to Tier 2 Support.,2025-02-17,2025-03-12,Low,Support,Mia,2,"Finance, Research",9.029520330371653,8
2832,Analyze QQ4 marketing spend.,2025-06-22,2025-07-07,Critical,Marketing,Yara,15,Marketing,9.16830741477354,1
2833,Follow up on pending Client A request.,2025-06-20,2025-07-13,Critical,Support,Karen,13,Support,9.855336239448196,3
2834,Develop prototype for blockchain.,2025-06-21,2025-07-14,Medium,Research,Noah,8,"HR, Research",9.40024889822967,3
2835,Review QQ3 budget report.,2025-02-10,2025-02-17,High,Finance,Daniel,8,"Support, Marketing",9.116648644946071,6
2836,Manage facility maintenance.,2025-03-18,2025-03-22,High,Admin,Daniel,10,"Support, Marketing",9.116648644946071,6
2837,Research competitor Competitor B.,2025-02-01,2025-02-17,Low,Marketing,Mark,8,Marketing,3.272879263443162,6
2838,Manage facility maintenance.,2025-07-18,2025-08-11,Medium,Admin,Rachel,3,Research,6.307802224356129,7
2839,Manage facility maintenance.,2025-06-22,,Medium,Admin,Sam,6,"Admin, Support",4.882980999101189,7
2840,Refactor payment gateway.,2025-05-11,2025-05-25,Critical,Development,Oscar,7,Development,5.266581894916864,8
2841,Coordinate travel arrangements for Sarah Davis.,2025-03-15,2025-04-12,Critical,Admin,Ben,19,Admin,4.809463841776423,8
